conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1942734374686150785,2025-07-08 23:55:43+00:00,32,Copper naik tinggi malam tadi. Bisa jadi tambahan WL untuk fast trade hari ini. Ada $AMMN &amp; $MDKA. Ingat ya fast trade karena kelen masuk disaat harga copper udh mabur alias kalian dpt harga atas. https://t.co/YJwV7NTbws,1942734374686150785,https://pbs.twimg.com/media/GvX6ne-aYAEXRK1.jpg,,in,,0,0,3,https://x.com/undefined/status/1942734374686150785,1409160713252179975,
1942734327747346792,2025-07-08 23:55:32+00:00,46,Secara Struktur $MDKA dan $BRMS lebih menarik dibanding $AMMN. Nona manis $AMMN perlu ada turun tapi bukan buruk Kalau dia koreksi perhatikan di Fibo 50 nya di 6.800 an. https://t.co/LRDYPfpIUV,1942734327747346792,https://pbs.twimg.com/media/GvX5EFTXsAEKEBq.jpg,,in,,0,1,7,https://x.com/undefined/status/1942734327747346792,1034308064,
1941745245546598711,2025-07-06 06:25:17+00:00,1,apdet saham emas $ANTM. kalau chartku sih gitu. tapi coba liat foriegn beberapa hari ke depan. kalau d outflownya gede gede ya sudah selesai. $MDKA ke 2300 dulu. kalau turun lagi dotop $HRTA dotop dan tembus ma 50 https://t.co/Llgq4y6AcI,1941745245546598711,https://pbs.twimg.com/media/GvJ2XHZWAAAAI2m.jpg,,in,,0,0,0,https://x.com/undefined/status/1941745245546598711,1923392690512945152,
1940275745076781350,2025-07-03 08:03:29+00:00,33,@dojjunn Pilih $RAJA $RATU $PTRO $ADMR $MDKA $AADI Jun ?,1940682795283894717,,dojjunn,in,,0,6,1,https://x.com/undefined/status/1940682795283894717,1034308064,
1940681141440467403,2025-07-03 07:56:54+00:00,7,hari ini semua wajib hormat kepada $ANTM dan $MDKA sih ...kemlilau emas yg tersengat sentimen $PSAB $HRTA $ARCI malah diem,1940681141440467403,,,in,,0,0,0,https://x.com/undefined/status/1940681141440467403,1509144342480498691,
1940163106493366673,2025-07-01 22:04:06+00:00,11,$MDKA Masuk Tiap kepala 19 masih VCP an. https://t.co/JS5t0CyIp0,1940169568850473087,https://pbs.twimg.com/media/Guzd8LEWcAAO_c2.jpg,Gieehad,in,,0,1,1,https://x.com/undefined/status/1940169568850473087,1034308064,
1940071265970397535,2025-07-01 15:33:39+00:00,1,Dari valuasi proyek-proyek kayak Pani TB Porphyry dan MBMA total enterprise value $MDKA ditaksir sekitar US$4.760 juta.Kalau dihitung-hitung dengan net debt US$1.183 juta dan saham beredar 24 47 miliar lembar harga wajarnya ada di kisaran Rp2.400 ada potensi naik sekitar 20%.,1940071310614569295,,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071310614569295,1688233924110249984,
1940071265970397535,2025-07-01 15:33:38+00:00,0,Sekarang harga saham $MDKA udah nangkring di level Rp2.000 per lembar setelah naik kenceng 170 poin atau 9 24% dalam sehari wajar sih soalnya market mulai ngeh sama kinerja kuartalannya yang makin solid plus update proyek jangka panjangnya yang makin jelas.,1940071306495721665,,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071306495721665,1688233924110249984,
1940071265970397535,2025-07-01 15:33:37+00:00,0,Meskipun masih ada tantangan kayak biaya tembaga yang sempat naik tapi kalau bisa dikendaliin ke depannya margin bisa makin stabil. Dengan proyek TB Copper dan Pani Gold yang udah mulai jalan potensi produksi dan cuan $MDKA di FY25 bisa makin mantap. https://t.co/JyvERuVfUN,1940071301122818442,https://pbs.twimg.com/media/GuyEkS3WYAAimhv.jpg,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071301122818442,1688233924110249984,
1940071265970397535,2025-07-01 15:33:35+00:00,0,Secara operasional $MDKA mulai keliatan makin kinclong terutama di kuartal 4 FY24. Operating profit-nya naik gila-gilaan 142% jadi US$40 2 juta dan gross profit-nya juga melonjak dua kali lipat ke US$58 2 juta berkat margin emas yang makin oke.,1940071291727618350,,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071291727618350,1688233924110249984,
1940071265970397535,2025-07-01 15:33:34+00:00,0,Apalagi kalau efisiensi terus dijaga harga emas tetap solid dan proyek TB Copper sama Pani Gold jalan mulus bisa banget $MDKA balik ke jalur untung. Jadi meskipun FY24 masih merah FY25 bisa jadi tahun kebangkitan buat $MDKA. https://t.co/VvMGoM0GOM,1940071286560161851,https://pbs.twimg.com/media/GuyEjaUW4AA5j5t.jpg,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071286560161851,1688233924110249984,
1940071265970397535,2025-07-01 15:33:30+00:00,0,Ngeliat laporan FY24 sebenernya $MDKA udah nunjukin progres yang lumayan oke dari sisi operasional pendapatan naik 31 2% jadi $2 24 miliar laba kotor naik 21 1% ke $176 4 juta dan yang paling bikin senyum tuh operating profit-nya naik 22 7% jadi $119 juta nunjukin efisiensi,1940071271980773715,,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071271980773715,1688233924110249984,
1940071265970397535,2025-07-01 15:33:29+00:00,0,Dua proyek andalan MDKA yaitu TB Copper punya periode operasinya diperpanjang hingga FY30 dan Pani Gold yang progresnya sudah mencapai 46% di Q1 FY25. Kedua proyek ini berpotensi besar memperkuat arus kas dan membuka jalan bagi $MDKA untuk ke zona untung beberapa tahun ke depan.,1940071267631317157,,Emon_Jems,in,,0,1,0,https://x.com/undefined/status/1940071267631317157,1688233924110249984,
1939907173573882004,2025-07-01 04:42:34+00:00,0,6/ Siapa pemilik $MDKA? Didukung pemain kelas kakap: PT Saratoga Investama (Sandiaga Uno) Provident Capital (Benny Tandean) Garibaldi Thohir (Boy Thohir) Nama-nama ini dikenal jago scaling bisnis publik di Indonesia. #MDKA #Saratoga,1939907460569211269,,Investasi_LK,in,,0,1,0,https://x.com/undefined/status/1939907460569211269,1914214520991723521,
1939907173573882004,2025-07-01 04:42:23+00:00,0,5/ Anak usaha lainnya: * MMS → layanan jasa pertambangan * DSI → eksplorasi area sekitar Tujuh Bukit * PBT → pengolahan &amp; pemurnian untuk Proyek Pani $MDKA mengelola proses dari hulu (eksplorasi) ke hilir (pemurnian). Terintegrasi penuh. #MDKA,1939907410560524661,,Investasi_LK,in,,0,1,0,https://x.com/undefined/status/1939907410560524661,1914214520991723521,
1939907173573882004,2025-07-01 04:41:39+00:00,0,2/ Nama: PT Merdeka Copper Gold Tbk Kode Saham: \$MDKA Sektor: Energi Sub-sektor: Batu Bara &amp; Logam Didirikan: 2012 IPO: 2015 $MDKA adalah perusahaan induk dengan banyak anak usaha tambang emas tembaga perak dan jasa pertambangan. #MDKA,1939907228695408776,,Investasi_LK,in,,0,1,0,https://x.com/undefined/status/1939907228695408776,1914214520991723521,
1939907173573882004,2025-07-01 04:41:26+00:00,0, Bedah Bisnis Saham $MDKA 1/ Saham $MDKA sering disebut-sebut kalau bahas tambang emas &amp; tembaga. Tapi seberapa besar sih skala bisnis Merdeka Copper Gold ini? Yuk kita bedah kegiatan usaha &amp; aset tambangnya satu per satu #MDKA #sahamMDKA https://t.co/8axAsZACKD,1939907173573882004,https://pbs.twimg.com/media/GuvvGblW4AAP178.png,,in,,0,1,0,https://x.com/undefined/status/1939907173573882004,1914214520991723521,
1939526943269085366,2025-06-30 03:30:32+00:00,34,Nona manis $AMMN harus ada gorokan Dotop dulu $MDKA engulfing dan $BRMS Hammer reversal sdah aman. https://t.co/IUclabBpUU,1939526943269085366,https://pbs.twimg.com/media/GuqVea1X0AA61O8.jpg,,in,,0,2,0,https://x.com/undefined/status/1939526943269085366,1034308064,
1938463159591047374,2025-06-27 05:41:29+00:00,7,$AMMN agak lagging dbanding yang lain mnggu depan harusnya ada pembantaian dulu. Fibo 50 6570. baru mantul lagi. $MDKA sama $BRMS Udah duluan. https://t.co/SYIsdCvCrh,1938472732523655443,https://pbs.twimg.com/media/GubWrSwaIAAuQte.jpg,Gieehad,in,,0,0,0,https://x.com/undefined/status/1938472732523655443,1034308064,
1937743557823259127,2025-06-26 07:56:14+00:00,3,$MDKA sudah boleh untuk dibeli kembali. sudah ngebase. 1745 - 1860 Swing Trade. https://t.co/bCBd4KiWM1,1938144255543013619,https://pbs.twimg.com/media/GuWr7eabQAAgP38.jpg,Gieehad,in,,0,1,0,https://x.com/undefined/status/1938144255543013619,1034308064,
1937743557823259127,2025-06-25 05:54:49+00:00,26,Emiten Emas $PSAB nutup gap dulu ke 388 $MDKA 3 black crow dulu ke 1690 $AMMN Boleh TP dulu dia lagi bentuk Doble top besok shooting star nya. nanti ambil 6800 https://t.co/QX1wniiuTg,1937751313405931612,https://pbs.twimg.com/media/GuRGjGpbUAA_YeW.jpg,Gieehad,in,,0,5,0,https://x.com/undefined/status/1937751313405931612,1034308064,
1937070740286886059,2025-06-24 03:20:33+00:00,0,$ssia cuan $mdka tipis cuan $mpxl cl tipis karena turun malah naik lagi dan skrg ijo. Hmmmm,1937350102286557571,,rinaldtrader,in,,0,0,0,https://x.com/undefined/status/1937350102286557571,1901196976831762432,
1936995956328898980,2025-06-23 03:53:18+00:00,1,Sektor energi masih layak pantau dikala memasnya geopolitik ini. Teruma Oil dan Gold. Gold : $MDKA $PSAB $ANTM Oil : $MEDC $ENRG $RATU,1936995956328898980,,,in,,0,0,0,https://x.com/undefined/status/1936995956328898980,1929735127703425024,
1934107482772894083,2025-06-22 15:19:03+00:00,7,$MDKA 2000 ambil 1900 ambil. menuju 2700 kalau dia rebound. https://t.co/HMqqWpASYL,1936806145341231431,https://pbs.twimg.com/media/GuDq7IDXMAASIdL.jpg,Gieehad,in,,0,1,1,https://x.com/undefined/status/1936806145341231431,1034308064,
1935900911383302578,2025-06-20 03:22:01+00:00,0,Jadi bagaimana sebenarnya prospek $ARCI? apakah koreksi saat ini menarik dilirik? simak selengkapnya di sini: https://t.co/9inP6fDGOn $MDKA $AMMN,1935900918983409710,,Mikirduitcom,in,,0,0,0,https://x.com/undefined/status/1935900918983409710,1637433701247377410,
1935662596373270967,2025-06-19 11:35:00+00:00,1,Hari ini tepat sepuluh tahun yang lalu PT Merdeka Copper Gold Tbk mencatatkan sahamnya di Bursa Efek Indonesia dengan kode saham $MDKA. Harga saham $MDKA pada 19 Juni 2025 ditutup dengan harga Rp2.140 per saham &amp; kapitalisasi pasar sebesar Rp52 37 triliun. #IPOAnniversary https://t.co/228CdpX8o7,1935662596373270967,https://pbs.twimg.com/media/GtzDHD6W4AAEXRk.jpg,,in,,0,0,0,https://x.com/undefined/status/1935662596373270967,1079319056761507840,
1934421443460346255,2025-06-16 02:16:49+00:00,3,pamit yaa guys kl bukan karena musibah mungkin gua ga terdorong buat tarik duluan. Insha Allah $MDKA segera bisa hit 2.650 ke atas maaf blm bisa nemenin mid-term kalian. https://t.co/W0XPXEXLYY,1934434959307292886,https://pbs.twimg.com/media/Gth-VrFbcAAKKmy.jpg,ellnaass,in,,0,0,0,https://x.com/undefined/status/1934434959307292886,1196348871489675264,
1934432314488201392,2025-06-16 02:06:18+00:00,2,pagi $IHSG #elnalysis liat #PSAB lg konsol yg bisa bentuk pattern bullish dan $ELSA ada potensi lanjut naik ke area resistance horizontal. aku mau jual $MDKA dulu sm ada bbrp di $BRPT nanti baru masuk sini (tp saham mereka masih oke bgt kok) thx me later ‍️ https://t.co/7s1fVgyQ8F,1934432314488201392,https://pbs.twimg.com/media/Gth77xXbgAAR09y.jpg,,in,,0,1,0,https://x.com/undefined/status/1934432314488201392,1196348871489675264,
1934431453338841376,2025-06-16 02:02:53+00:00,0,Sektor yang diuntungkan disaat perang bisanya sektor energi yaitu oil &amp; gold. Oil : $RAJA $RATU $ENRG $MEDC $AKRA Gold : $MDKA $PSAB $ARCI $BRMS,1934431453338841376,,,in,,0,0,0,https://x.com/undefined/status/1934431453338841376,1929735127703425024,
1934421443460346255,2025-06-16 01:23:06+00:00,1,pagi $IHSG smntara per harini ana mau trading cpt dl mengingat abis ilang 6.5jt yg mn angka yg lumayan di umur segini (jujur shock nya ada bgt). tp tenang sj #elnalysis msh liat potensi $MDKA buat terbang lg kok (last hit di 12%an) dan kt ttp share jg trading cpt nya. wml https://t.co/MnbEoDsndy,1934421443460346255,https://pbs.twimg.com/media/GthyC4za0AEZA5S.jpg,,in,,0,1,0,https://x.com/undefined/status/1934421443460346255,1196348871489675264,
1933456129725694054,2025-06-13 13:32:51+00:00,0,@Gieehad Apakah $MDKA juga ikut naik kak?,1933517927258677592,,Gieehad,in,,0,0,0,https://x.com/undefined/status/1933517927258677592,77455408,
1933368901490094415,2025-06-13 03:40:41+00:00,2,Let's see seberapa jauh $MDKA bertahan diatas ma10 nya https://t.co/iu9pGngMH9,1933368901490094415,https://pbs.twimg.com/media/GtS0xCqbMAA6GbT.jpg,,in,,0,1,0,https://x.com/undefined/status/1933368901490094415,1170586096578678785,
1932706018250907694,2025-06-11 07:46:37+00:00,4,mantul $MDKA ayukk breakkkk https://t.co/JMQ9tDhoXB,1932706018250907694,https://pbs.twimg.com/media/GtJZw3baIAA3jPy.jpg,,in,,0,0,2,https://x.com/undefined/status/1932706018250907694,111282707,
1932355259260911928,2025-06-10 08:32:49+00:00,24,$MDKA area 2100 menarik buat re-entry https://t.co/3hBQfOdtRF,1932355259260911928,https://pbs.twimg.com/media/GtEa1ERaIAAYee8.jpg,,in,,1,0,2,https://x.com/undefined/status/1932355259260911928,111282707,
1931253046547280254,2025-06-07 07:33:01+00:00,85,$MDKA selalu patuh dg MA dinamisnya. Cicil santai aja makin deket ke 2100-2k makin bagus. Udah diatas MA200 jg bisa dijadiin area CL klo close dibawahnya Pilihan alternatif kalo blm punya $AMMN https://t.co/lgzAfCpyLC,1931253046547280254,https://pbs.twimg.com/media/Gs0waDLbEAA8o3V.jpg,,in,,1,1,6,https://x.com/undefined/status/1931253046547280254,1170586096578678785,
1930736380621291630,2025-06-05 21:19:59+00:00,62,Revisi $MDKA Tidak berhasil menembus VCP nya ke deketan kayanya kalau 2130 Buy 1 1810 Buy 2 1660 Zona VCP 2 nya nanti. https://t.co/iYCHtJWu25,1930736380621291630,https://pbs.twimg.com/media/GstagataYAAz9gI.jpg,,in,,0,3,4,https://x.com/undefined/status/1930736380621291630,1034308064,
1930485370434793550,2025-06-05 13:02:34+00:00,0,@inisialRAY @zakiberkata @Generasiosing Nah ini $MDKA,1930611202532778129,,inisialRAY,in,,0,0,0,https://x.com/undefined/status/1930611202532778129,1190062401120436224,
1930448016831590627,2025-06-05 02:14:07+00:00,0,yang penting sabar dan jangan greedy bos $MBMA $HRUM $MDKA,1930448016831590627,,,in,,0,3,0,https://x.com/undefined/status/1930448016831590627,1535328429704609792,
1930434800239947941,2025-06-05 01:21:36+00:00,26,$MDKA menuju 2540! https://t.co/RPIlZeEJaD,1930434800239947941,https://pbs.twimg.com/media/GspIJ6tasAAscTm.jpg,,in,,1,0,3,https://x.com/undefined/status/1930434800239947941,111282707,
1930249322597171595,2025-06-04 13:04:35+00:00,5,Hari ini kenyang darimana aja? Aku cuma di $AMMN sama $MDKA mayanlah.. https://t.co/9zcOYwSiWp,1930249322597171595,https://pbs.twimg.com/tweet_video_thumb/GsmfheMasAAtOin.jpg,,in,,0,4,0,https://x.com/undefined/status/1930249322597171595,1901196976831762432,
1930144063610908714,2025-06-04 08:21:15+00:00,1,Akhirnya $MDKA nyusul..ngehehehe,1930178019676828055,,rinaldtrader,in,,0,1,0,https://x.com/undefined/status/1930178019676828055,1901196976831762432,
1930157477116682527,2025-06-04 06:59:40+00:00,0,2. Saham emas yang lagi rugi karena faktor teknis kinerja seperti $AMMN dan $MDKA. AMMN lagi proses pendapatan dari smelter sedangkan MDKA lagi transisi ke tambang emas baru karena tujuh bukitnya mulai turun produksinya.,1930157487115620682,,Mikirduitcom,in,,0,1,0,https://x.com/undefined/status/1930157487115620682,1637433701247377410,
1930144063610908714,2025-06-04 06:06:19+00:00,12,Sesi 2 pantau $ANTM $MBMA $MDKA buat bsjp atau jual sore,1930144063610908714,,,in,,0,3,0,https://x.com/undefined/status/1930144063610908714,1901196976831762432,
1929727289706926415,2025-06-03 02:37:38+00:00,0,tapi yg ikut #elnalysis Insha Allah jgn panic selling yes krn semua sudah ada analisa + b4nd4rmology nya. mid-term kita di $MDKA alhamdulillah masih sehat thx me laterr ane uas dulu https://t.co/jPLD0RdrEN,1929729158688788549,https://pbs.twimg.com/media/GsfGcFYbYAAkZ5o.jpg,ellnaass,in,,1,0,0,https://x.com/undefined/status/1929729158688788549,1196348871489675264,
1929672490944704968,2025-06-03 00:45:48+00:00,3,$MDKA Vcp ke 5 Apakah Breakout hari ini. https://t.co/PxWwi0Y6cy,1929701014791508044,https://pbs.twimg.com/media/Gses2JZb0AYnY8V.jpg,Gieehad,in,,0,2,0,https://x.com/undefined/status/1929701014791508044,1034308064,
1929450161207378429,2025-06-02 08:14:41+00:00,2,@SarjanaEksu Merdeka $MDKA.,1929451590244552755,,SarjanaEksu,in,,0,0,0,https://x.com/undefined/status/1929451590244552755,3087099534,
1927701886230032406,2025-05-29 10:59:14+00:00,11,@tigerleo90 PACK karena Backdoorlisting CNGR (China New Green Renewable) yg mau masuk bursa saham tapi ga mau IPO makanya dinaikan scara signifikan Saat ini tinggal Right Issue dan inject suitnya CNGR masih bis harusnya Tapi kalau AUM gede kya abang $MDKA $AMMN aja hehe,1928043450454467017,,tigerleo90,in,,1,1,0,https://x.com/undefined/status/1928043450454467017,1034308064,
1927721095425053172,2025-05-28 17:27:29+00:00,13,Ini baru ngomongin Processed Nickel nya $MBMA $HRUM sama satu lagi belum $PACK Belum ngomongin Copper nya $MDKA $AMMN lalu bahas Kimia nya yang nguasain teknologinya $TPIA sama $AKRA ,1927778768061374894,,Gieehad,in,,0,1,4,https://x.com/undefined/status/1927778768061374894,1034308064,
